Reported Date,Total Dead and Missing,Location Coordinates
1974-07-16,2.0,"35.463, -86.0774"
1974-07-16,2.0,"37.4902, -77.5396"
1974-07-16,2.0,"47.5519, -122.5517"
1974-07-16,2.0,"39.6584, -76.8881"
1974-07-16,2.0,"37.1464, -83.7635"
1974-07-17,1.0,"-34.6025, -58.3975"
1974-07-17,42.0,"51.5, -0.1167"
1974-07-17,42.0,"42.97, -81.25"
1974-07-17,42.0,"37.1209, -84.0804"
1974-07-17,42.0,"39.8936, -83.4375"
1974-07-18,1.0,"-34.6025, -58.3975"
1974-07-21,2.0,"33.872, 35.5097"
1974-07-28,3.0,"43.62, 1.4499"
1974-08-03,2.0,"48.8667, 2.3333"
1974-08-03,2.0,"33.6689, -95.5462"
1974-08-03,2.0,"38.2016, -84.2719"
1974-08-03,2.0,"36.2933, -88.3065"
1974-08-03,2.0,"39.6148, -87.6905"
1974-08-03,2.0,"44.2445, -70.4883"
1974-08-04,60.0,"44.5004, 11.34"
1974-08-06,39.0,"34.1139, -118.4068"
1974-08-11,1.0,"35.6719, 51.4243"
1974-08-14,2.0,"36.23, 37.17"
1974-08-15,1.0,"37.5663, 126.9997"
1974-09-02,2.0,"37.9833, 23.7333"
1974-09-02,2.0,"33.9508, -83.3689"
1974-09-02,2.0,"39.3269, -82.0987"
1974-09-02,2.0,"34.7847, -86.951"
1974-09-02,2.0,"35.4573, -84.6045"
1974-09-02,2.0,"32.2041, -95.8321"
1974-09-08,88.0,"37.9833, 23.7333"
1974-09-08,88.0,"33.9508, -83.3689"
1974-09-08,88.0,"39.3269, -82.0987"
1974-09-08,88.0,"34.7847, -86.951"
1974-09-08,88.0,"35.4573, -84.6045"
1974-09-08,88.0,"32.2041, -95.8321"
1974-09-11,1.0,"43.25, -2.93"
1974-09-13,82.0,"40.4, -3.6834"
1974-09-14,6.0,"36.23, 37.17"
1974-09-15,36.0,"48.8667, 2.3333"
1974-09-15,36.0,"33.6689, -95.5462"
1974-09-15,36.0,"38.2016, -84.2719"
1974-09-15,36.0,"36.2933, -88.3065"
1974-09-15,36.0,"39.6148, -87.6905"
1974-09-15,36.0,"44.2445, -70.4883"
1974-09-19,2.0,"-34.6025, -58.3975"
1974-09-19,2.0,"-16.42, -71.53"
1974-09-25,1.0,"-34.6025, -58.3975"
1974-09-30,2.0,"-34.6025, -58.3975"
1974-10-10,2.0,"36.23, 37.17"
1974-10-10,1.0,"51.5, -0.1167"
1974-10-10,1.0,"42.97, -81.25"
1974-10-10,1.0,"37.1209, -84.0804"
1974-10-10,1.0,"39.8936, -83.4375"
1974-10-22,3.0,"51.5, -0.1167"
1974-10-22,3.0,"42.97, -81.25"
1974-10-22,3.0,"37.1209, -84.0804"
1974-10-22,3.0,"39.8936, -83.4375"
1974-10-30,1.0,"39.9272, 32.8644"
1974-11-07,2.0,"-0.215, -78.5001"
1974-11-07,20.0,"51.5, -0.1167"
1974-11-07,20.0,"42.97, -81.25"
1974-11-07,20.0,"37.1209, -84.0804"
1974-11-07,20.0,"39.8936, -83.4375"
1974-11-10,1.0,"52.5218, 13.4015"
1974-11-10,1.0,"41.6114, -72.7758"
1974-11-10,1.0,"44.4869, -71.2599"
1974-11-10,1.0,"39.7915, -74.9375"
1974-11-14,7.0,"35.685, 139.7514"
1974-11-21,11.0,"-12.048, -77.0501"
1974-11-21,11.0,"40.741, -84.1121"
1974-11-21,92.0,"52.475, -1.92"
1974-11-21,92.0,"33.5277, -86.7987"
1974-11-21,92.0,"42.5447, -83.2166"
1974-11-21,91.0,"52.475, -1.92"
1974-11-21,91.0,"33.5277, -86.7987"
1974-11-21,91.0,"42.5447, -83.2166"
1974-11-22,3.0,"25.23, 55.28"
1974-12-01,2.0,"-31.55, -68.52"
1974-12-01,2.0,"18.4037, -66.0636"
1974-12-01,2.0,"18.807, -71.229"
1974-12-01,2.0,"14.6, 121.0333"
1974-12-01,2.0,"26.1903, -98.152"
1974-12-09,2.0,"34.005, 71.535"
1974-12-16,3.0,"51.5, -0.1167"
1974-12-16,3.0,"42.97, -81.25"
1974-12-16,3.0,"37.1209, -84.0804"
1974-12-16,3.0,"39.8936, -83.4375"
1974-12-16,1.0,"51.5, -0.1167"
1974-12-16,1.0,"42.97, -81.25"
1974-12-16,1.0,"37.1209, -84.0804"
1974-12-16,1.0,"39.8936, -83.4375"
1974-12-18,5.0,"51.5, -0.1167"
1974-12-18,5.0,"42.97, -81.25"
1974-12-18,5.0,"37.1209, -84.0804"
1974-12-18,5.0,"39.8936, -83.4375"
1974-12-18,20.0,"51.45, -2.5833"
1974-12-18,20.0,"40.1028, -74.853"
1974-12-18,20.0,"36.5572, -82.2154"
1974-12-18,20.0,"41.6812, -72.9407"
1974-12-18,20.0,"41.6827, -71.2694"
1974-12-18,20.0,"36.6179, -82.1607"
1974-12-18,20.0,"42.5378, -88.0149"
1974-12-19,1.0,"48.8667, 2.3333"
1974-12-19,1.0,"33.6689, -95.5462"
1974-12-19,1.0,"38.2016, -84.2719"
1974-12-19,1.0,"36.2933, -88.3065"
1974-12-19,1.0,"39.6148, -87.6905"
1974-12-19,1.0,"44.2445, -70.4883"
1974-12-20,13.0,"31.7784, 35.2066"
1974-12-28,2.0,"-31.55, -68.52"
1974-12-28,2.0,"18.4037, -66.0636"
1974-12-28,2.0,"18.807, -71.229"
1974-12-28,2.0,"14.6, 121.0333"
1974-12-28,2.0,"26.1903, -98.152"
1974-12-29,1.0,"40.0077, -75.1339"
1974-12-29,1.0,"32.7761, -89.1221"
1974-12-31,1.0,"-26.17, 28.03"
1975-01-11,13.0,"-31.55, -68.52"
1975-01-11,13.0,"18.4037, -66.0636"
1975-01-11,13.0,"18.807, -71.229"
1975-01-11,13.0,"14.6, 121.0333"
1975-01-11,13.0,"26.1903, -98.152"
1975-01-15,1.0,"40.4, -3.6834"
1975-02-03,4.0,"39.7621, -104.8759"
1975-02-07,1.0,"33.872, 35.5097"
1975-02-08,1.0,"34.005, 71.535"
1975-02-21,1.0,"25.7839, -80.2102"
1975-02-21,1.0,"36.8877, -94.8718"
1975-03-01,127.0,"-1.2833, 36.8167"
1975-03-01,1.0,"36.345, 43.145"
1975-03-03,1.0,"35.6719, 51.4243"
1975-03-05,1.0,"35.6719, 51.4243"
1975-03-17,1.0,"35.6719, 51.4243"
1975-03-18,1.0,"-15.4166, 28.2833"
1975-03-30,1.0,"45.77, 4.83"
1975-04-24,16.0,"59.3508, 18.0973"
1975-04-25,3.0,"-34.6025, -58.3975"
1975-05-07,1.0,"43.25, -2.93"
1975-05-08,1.0,"40.8751, -74.0293"
1975-05-21,1.0,"35.6719, 51.4243"
1975-05-21,2.0,"35.6719, 51.4243"
1975-06-08,2.0,"37.7562, -122.443"
1975-06-08,2.0,"13.7, -88.1"
1975-06-08,2.0,"-31.43, -62.09"
1975-06-14,3.0,"41.8373, -87.6862"
1975-06-15,46.0,"14.6042, 120.9822"
1975-07-02,4.0,"35.0657, -85.2487"
1975-07-03,1.0,"35.6719, 51.4243"
1975-07-10,1.0,"40.4, -3.6834"
1975-07-14,1.0,"40.4, -3.6834"
1975-07-15,4.0,"34.1139, -118.4068"
1975-07-16,1.0,"-34.6025, -58.3975"
1975-07-19,1.0,"40.4, -3.6834"
1975-07-27,1.0,"9.675, 80.005"
1975-07-31,1.0,"51.5, -0.1167"
1975-07-31,1.0,"42.97, -81.25"
1975-07-31,1.0,"37.1209, -84.0804"
1975-07-31,1.0,"39.8936, -83.4375"
1975-08-02,1.0,"40.4, -3.6834"
1975-08-04,3.0,"3.1667, 101.7"
1975-08-09,1.0,"40.4, -3.6834"
1975-08-11,1.0,"54.6, -5.96"
1975-08-11,1.0,"54.5968, -5.9254"
1975-08-13,3.0,"-34.6025, -58.3975"
1975-08-16,1.0,"40.4, -3.6834"
1975-08-16,1.0,"34.0739, -118.0291"
1975-08-17,1.0,"10.23, -67.98"
1975-08-17,1.0,"39.485, -0.4"
1975-08-22,1.0,"10.23, -67.98"
1975-08-22,1.0,"39.485, -0.4"
1975-09-05,42.0,"51.5, -0.1167"
1975-09-05,42.0,"42.97, -81.25"
1975-09-05,42.0,"37.1209, -84.0804"
1975-09-05,42.0,"39.8936, -83.4375"
1975-09-08,1.0,"40.8751, -74.0293"
1975-09-13,11.0,"53.55, 10.0"
1975-09-13,11.0,"42.7233, -78.8348"
1975-09-14,1.0,"41.3833, 2.1834"
1975-09-14,1.0,"10.1304, -64.72"
1975-09-19,1.0,"39.7797, -84.1998"
1975-09-19,1.0,"30.0293, -94.9039"
1975-09-19,1.0,"35.4912, -85.012"
1975-09-19,1.0,"40.3815, -74.5137"
1975-09-19,1.0,"39.1128, -84.464"
1975-09-19,1.0,"39.258, -119.5677"
1975-09-19,1.0,"45.1906, -93.4758"
1975-09-22,1.0,"37.7562, -122.443"
1975-09-22,1.0,"13.7, -88.1"
1975-09-22,1.0,"-31.43, -62.09"
1975-10-01,1.0,"40.4, -3.6834"
1975-10-01,1.0,"40.4, -3.6834"
1975-10-01,1.0,"40.4, -3.6834"
1975-10-01,1.0,"40.4, -3.6834"
1975-10-04,17.0,"33.872, 35.5097"
1975-10-05,26.0,"-26.1728, -58.1828"
1975-10-05,26.0,"-15.5395, -47.34"
1975-10-08,1.0,"48.8667, 2.3333"
1975-10-08,1.0,"33.6689, -95.5462"
1975-10-08,1.0,"38.2016, -84.2719"
1975-10-08,1.0,"36.2933, -88.3065"
1975-10-08,1.0,"39.6148, -87.6905"
1975-10-08,1.0,"44.2445, -70.4883"
1975-10-09,19.0,"51.5, -0.1167"
1975-10-09,19.0,"42.97, -81.25"
1975-10-09,19.0,"37.1209, -84.0804"
1975-10-09,19.0,"39.8936, -83.4375"
1975-10-09,17.0,"33.872, 35.5097"
1975-10-10,1.0,"40.4, -3.6834"
1975-10-10,1.0,"40.4, -3.6834"
1975-10-16,2.0,"-34.6025, -58.3975"
1975-10-16,1.0,"53.55, 10.0"
1975-10-16,1.0,"42.7233, -78.8348"
1975-10-22,1.0,"48.2, 16.3666"
1975-10-22,1.0,"38.8996, -77.2597"
1975-10-22,1.0,"39.3238, -81.5383"
1975-10-22,1.0,"43.2344, -75.7777"
1975-10-23,1.0,"51.5, -0.1167"
1975-10-23,1.0,"42.97, -81.25"
1975-10-23,1.0,"37.1209, -84.0804"
1975-10-23,1.0,"39.8936, -83.4375"
1975-10-24,2.0,"48.8667, 2.3333"
1975-10-24,2.0,"33.6689, -95.5462"
1975-10-24,2.0,"38.2016, -84.2719"
1975-10-24,2.0,"36.2933, -88.3065"
1975-10-24,2.0,"39.6148, -87.6905"
1975-10-24,2.0,"44.2445, -70.4883"
1975-10-29,18.0,"51.5, -0.1167"
1975-10-29,18.0,"42.97, -81.25"
1975-10-29,18.0,"37.1209, -84.0804"
1975-10-29,18.0,"39.8936, -83.4375"
1975-10-31,1.0,"25.7839, -80.2102"
1975-10-31,1.0,"36.8877, -94.8718"
1975-11-01,19.0,"14.797, -89.544"
1975-11-03,1.0,"51.5, -0.1167"
1975-11-03,1.0,"42.97, -81.25"
1975-11-03,1.0,"37.1209, -84.0804"
1975-11-03,1.0,"39.8936, -83.4375"
1975-11-12,1.0,"51.5, -0.1167"
1975-11-12,1.0,"42.97, -81.25"
1975-11-12,1.0,"37.1209, -84.0804"
1975-11-12,1.0,"39.8936, -83.4375"
1975-11-13,68.0,"31.7784, 35.2066"
1975-11-18,2.0,"51.5, -0.1167"
1975-11-18,2.0,"42.97, -81.25"
1975-11-18,2.0,"37.1209, -84.0804"
1975-11-18,2.0,"39.8936, -83.4375"
1975-11-21,13.0,"17.0827, -96.6699"
1975-11-24,1.0,"19.4424, -99.131"
1975-11-27,1.0,"51.5, -0.1167"
1975-11-27,1.0,"42.97, -81.25"
1975-11-27,1.0,"37.1209, -84.0804"
1975-11-27,1.0,"39.8936, -83.4375"
1975-12-12,3.0,"14.6211, -90.527"
1975-12-21,5.0,"51.5, -0.1167"
1975-12-21,5.0,"42.97, -81.25"
1975-12-21,5.0,"37.1209, -84.0804"
1975-12-21,5.0,"39.8936, -83.4375"
1975-12-21,14.0,"48.2, 16.3666"
1975-12-21,14.0,"38.8996, -77.2597"
1975-12-21,14.0,"39.3238, -81.5383"
1975-12-21,14.0,"43.2344, -75.7777"
1975-12-23,1.0,"37.9833, 23.7333"
1975-12-23,1.0,"33.9508, -83.3689"
1975-12-23,1.0,"39.3269, -82.0987"
1975-12-23,1.0,"34.7847, -86.951"
1975-12-23,1.0,"35.4573, -84.6045"
1975-12-23,1.0,"32.2041, -95.8321"
1975-12-26,1.0,"14.6211, -90.527"
1975-12-28,1.0,"-31.55, -68.52"
1975-12-28,1.0,"18.4037, -66.0636"
1975-12-28,1.0,"18.807, -71.229"
1975-12-28,1.0,"14.6, 121.0333"
1975-12-28,1.0,"26.1903, -98.152"
1975-12-29,1.0,"41.8373, -87.6862"
1975-12-30,5.0,"54.3481, -6.6496"
1975-12-30,1.0,"35.6719, 51.4243"
1976-01-02,4.0,"20.67, -103.33"
1976-01-02,4.0,"40.6337, -3.1666"
1976-01-04,1.0,"40.8751, -74.0293"
1976-01-08,8.0,"-32.9511, -60.6663"
1976-01-09,8.0,"31.7784, 35.2066"
1976-01-10,1.0,"37.7562, -122.443"
1976-01-10,1.0,"13.7, -88.1"
1976-01-10,1.0,"-31.43, -62.09"
1976-01-10,1.0,"37.7562, -122.443"
1976-01-10,1.0,"13.7, -88.1"
1976-01-10,1.0,"-31.43, -62.09"
1976-01-22,2.0,"38.3704, 38.3"
1976-01-23,1.0,"47.4748, -122.2727"
1976-01-26,2.0,"14.6211, -90.527"
1976-01-28,1.0,"41.896, 12.4833"
1976-01-28,1.0,"34.2662, -85.1862"
1976-01-28,1.0,"43.226, -75.491"
1976-01-29,2.0,"-34.6025, -58.3975"
1976-01-30,1.0,"40.8751, -74.0293"
1976-01-31,1.0,"19.4424, -99.131"
1976-02-03,1.0,"36.27, 59.57"
1976-02-07,1.0,"50.1, 8.675"
1976-02-09,1.0,"41.896, 12.4833"
1976-02-09,1.0,"34.2662, -85.1862"
1976-02-09,1.0,"43.226, -75.491"
1976-02-11,1.0,"-38.0, -57.58"
1976-02-12,1.0,"48.8667, 2.3333"
1976-02-12,1.0,"33.6689, -95.5462"
1976-02-12,1.0,"38.2016, -84.2719"
1976-02-12,1.0,"36.2933, -88.3065"
1976-02-12,1.0,"39.6148, -87.6905"
1976-02-12,1.0,"44.2445, -70.4883"
1976-02-13,1.0,"37.5522, -122.3122"
1976-02-13,4.0,"6.4433, 3.3915"
1976-02-15,2.0,"-21.9796, 16.91"
1976-02-16,1.0,"33.872, 35.5097"
1976-02-17,1.0,"40.8751, -74.0293"
1976-02-17,1.0,"33.872, 35.5097"
1976-02-20,1.0,"14.6211, -90.527"
1976-03-02,2.0,"43.075, 141.34"
1976-03-14,3.0,"41.896, 12.4833"
1976-03-14,3.0,"34.2662, -85.1862"
1976-03-14,3.0,"43.226, -75.491"
1976-03-23,1.0,"45.7004, 9.67"
1976-03-29,1.0,"-34.6025, -58.3975"
1976-03-30,1.0,"10.96, -74.8"
1976-04-08,1.0,"39.9272, 32.8644"
1976-04-13,1.0,"45.0704, 7.67"
1976-04-14,1.0,"-34.6025, -58.3975"
1976-04-20,1.0,"-22.57, 17.0835"
1976-04-21,1.0,"41.896, 12.4833"
1976-04-21,1.0,"34.2662, -85.1862"
1976-04-21,1.0,"43.226, -75.491"
1976-04-21,1.0,"41.896, 12.4833"
1976-04-21,1.0,"34.2662, -85.1862"
1976-04-21,1.0,"43.226, -75.491"
1976-04-22,7.0,"38.7227, -9.1449"
1976-04-22,7.0,"40.7752, -80.7628"
1976-04-22,7.0,"44.0265, -70.09"
1976-04-22,22.0,"42.3188, -71.0846"
1976-04-22,22.0,"42.6528, -78.7555"
1976-04-23,4.0,"41.105, 29.01"
1976-04-29,1.0,"45.47, 9.205"
1976-04-29,1.0,"42.0815, -83.6854"
1976-04-29,1.0,"35.9126, -88.7554"
1976-04-29,1.0,"41.4416, -90.5595"
1976-04-29,2.0,"31.7784, 35.2066"
1976-04-29,8.0,"-34.6025, -58.3975"
1976-04-30,1.0,"25.7839, -80.2102"
1976-04-30,1.0,"36.8877, -94.8718"
1976-05-01,7.0,"38.7227, -9.1449"
1976-05-01,7.0,"40.7752, -80.7628"
1976-05-01,7.0,"44.0265, -70.09"
1976-05-03,32.0,"31.7784, 35.2066"
1976-05-04,1.0,"-34.6025, -58.3975"
1976-05-04,1.0,"41.896, 12.4833"
1976-05-04,1.0,"34.2662, -85.1862"
1976-05-04,1.0,"43.226, -75.491"
1976-05-06,7.0,"19.4424, -99.131"
1976-05-08,2.0,"38.4458, -122.7067"
1976-05-08,2.0,"-36.62, -64.3"
1976-05-08,2.0,"-27.8695, -54.46"
1976-05-11,1.0,"48.8667, 2.3333"
1976-05-11,1.0,"33.6689, -95.5462"
1976-05-11,1.0,"38.2016, -84.2719"
1976-05-11,1.0,"36.2933, -88.3065"
1976-05-11,1.0,"39.6148, -87.6905"
1976-05-11,1.0,"44.2445, -70.4883"
1976-05-14,1.0,"48.8667, 2.3333"
1976-05-14,1.0,"33.6689, -95.5462"
1976-05-14,1.0,"38.2016, -84.2719"
1976-05-14,1.0,"36.2933, -88.3065"
1976-05-14,1.0,"39.6148, -87.6905"
1976-05-14,1.0,"44.2445, -70.4883"
1976-05-15,2.0,"14.6211, -90.527"
1976-05-17,2.0,"-34.6025, -58.3975"
1976-05-27,2.0,"48.8667, 2.3333"
1976-05-27,2.0,"33.6689, -95.5462"
1976-05-27,2.0,"38.2016, -84.2719"
1976-05-27,2.0,"36.2933, -88.3065"
1976-05-27,2.0,"39.6148, -87.6905"
1976-05-27,2.0,"44.2445, -70.4883"
1976-06-01,1.0,"-34.6025, -58.3975"
1976-06-01,2.0,"53.55, 10.0"
1976-06-01,2.0,"42.7233, -78.8348"
1976-06-01,16.0,"50.1, 8.675"
1976-06-04,9.0,"19.4424, -99.131"
1976-06-07,5.0,"41.8373, -87.6862"
1976-06-09,2.0,"19.4424, -99.131"
1976-06-15,1.0,"14.6211, -90.527"
1976-06-16,3.0,"33.872, 35.5097"
1976-06-18,1.0,"-34.6025, -58.3975"
1976-06-21,1.0,"42.6389, -71.3217"
1976-06-21,1.0,"41.2928, -87.4206"
1976-06-21,1.0,"36.2563, -94.1518"
1976-06-21,1.0,"42.9351, -85.3457"
1976-07-01,1.0,"37.7562, -122.443"
1976-07-01,1.0,"13.7, -88.1"
1976-07-01,1.0,"-31.43, -62.09"
1976-07-02,55.0,"-34.6025, -58.3975"
1976-07-02,1.0,"42.3188, -71.0846"
1976-07-02,1.0,"42.6528, -78.7555"
1976-07-10,1.0,"41.896, 12.4833"
1976-07-10,1.0,"34.2662, -85.1862"
1976-07-10,1.0,"43.226, -75.491"
1976-07-11,1.0,"14.6211, -90.527"
1976-07-21,2.0,"53.3331, -6.2489"
1976-07-21,2.0,"37.7161, -121.8964"
1976-07-21,2.0,"40.1112, -83.1453"
1976-07-21,2.0,"32.5359, -82.9279"
1976-07-23,1.0,"-33.45, -70.667"
1976-07-23,1.0,"19.5, -70.67"
1976-07-23,1.0,"8.1004, -80.9833"
1976-07-23,1.0,"16.6881, 121.5472"
1976-07-23,1.0,"-14.1896, -75.74"
1976-07-24,6.0,"40.8751, -74.0293"
1976-08-04,5.0,"40.8751, -74.0293"
1976-08-04,1.0,"13.71, -89.203"
1976-08-04,1.0,"13.71, -89.203"
1976-08-10,1.0,"33.7366, -117.8819"
1976-08-10,1.0,"13.9946, -89.5598"
1976-08-11,21.0,"41.105, 29.01"
1976-08-14,1.0,"13.71, -89.203"
1976-08-20,30.0,"-34.6025, -58.3975"
1976-08-20,1.0,"-34.6025, -58.3975"
1976-08-24,3.0,"37.3021, -121.8489"
1976-08-24,3.0,"10.745, 121.9415"
1976-08-24,3.0,"10.18, 125.5683"
1976-08-27,1.0,"-34.6025, -58.3975"
1976-08-27,1.0,"-34.6025, -58.3975"
1976-08-27,1.0,"-34.6025, -58.3975"
1976-08-28,2.0,"43.715, 7.265"
1976-08-28,3.0,"35.6719, 51.4243"
1976-08-28,3.0,"37.3021, -121.8489"
1976-08-28,3.0,"10.745, 121.9415"
1976-08-28,3.0,"10.18, 125.5683"
1976-08-31,1.0,"14.6211, -90.527"
1976-09-08,2.0,"-34.6025, -58.3975"
1976-09-09,1.0,"-34.6025, -58.3975"
1976-09-13,1.0,"-34.6025, -58.3975"
1976-09-13,9.0,"-32.9511, -60.6663"
1976-09-15,1.0,"-34.6025, -58.3975"
1976-09-20,1.0,"-34.6025, -58.3975"
1976-09-26,39.0,"36.23, 37.17"
1976-09-27,2.0,"-0.215, -78.5001"
1976-09-30,1.0,"24.87, 66.99"
1976-10-01,4.0,"40.4, -3.6834"
1976-10-03,1.0,"-34.6025, -58.3975"
1976-10-11,3.0,"33.7, 73.1666"
1976-10-16,50.0,"-34.6025, -58.3975"
1976-10-17,1.0,"25.0358, 121.5683"
1976-10-23,3.0,"20.67, -103.33"
1976-10-23,3.0,"40.6337, -3.1666"
1976-10-25,7.0,"48.8667, 2.3333"
1976-10-25,7.0,"33.6689, -95.5462"
1976-10-25,7.0,"38.2016, -84.2719"
1976-10-25,7.0,"36.2933, -88.3065"
1976-10-25,7.0,"39.6148, -87.6905"
1976-10-25,7.0,"44.2445, -70.4883"
1976-10-25,1.0,"45.0704, 7.67"
1976-10-27,4.0,"40.4, -3.6834"
1976-10-28,1.0,"54.6, -5.96"
1976-10-28,1.0,"54.5968, -5.9254"
1976-10-29,10.0,"-34.9096, -57.96"
1976-10-29,10.0,"38.5352, -76.9701"
1976-11-02,1.0,"48.8667, 2.3333"
1976-11-02,1.0,"33.6689, -95.5462"
1976-11-02,1.0,"38.2016, -84.2719"
1976-11-02,1.0,"36.2933, -88.3065"
1976-11-02,1.0,"39.6148, -87.6905"
1976-11-02,1.0,"44.2445, -70.4883"
1976-11-03,2.0,"-34.6025, -58.3975"
1976-11-03,1.0,"41.3833, 2.1834"
1976-11-03,1.0,"10.1304, -64.72"
1976-11-06,5.0,"14.6211, -90.527"
1976-11-06,1.0,"41.105, 29.01"
1976-11-10,1.0,"-34.6025, -58.3975"
1976-11-14,1.0,"-34.6025, -58.3975"
1976-11-17,14.0,"31.95, 35.9333"
1976-11-26,1.0,"45.47, 9.205"
1976-11-26,1.0,"42.0815, -83.6854"
1976-11-26,1.0,"35.9126, -88.7554"
1976-11-26,1.0,"41.4416, -90.5595"
1976-11-29,1.0,"41.896, 12.4833"
1976-11-29,1.0,"34.2662, -85.1862"
1976-11-29,1.0,"43.226, -75.491"
1976-12-01,1.0,"36.23, 37.17"
1976-12-01,18.0,"50.1, 8.675"
1976-12-08,19.0,"45.47, 9.205"
1976-12-08,19.0,"42.0815, -83.6854"
1976-12-08,19.0,"35.9126, -88.7554"
1976-12-08,19.0,"41.4416, -90.5595"
1976-12-13,1.0,"19.4424, -99.131"
1976-12-13,12.0,"-32.9511, -60.6663"
1976-12-14,2.0,"37.9833, 23.7333"
1976-12-14,2.0,"33.9508, -83.3689"
1976-12-14,2.0,"39.3269, -82.0987"
1976-12-14,2.0,"34.7847, -86.951"
1976-12-14,2.0,"35.4573, -84.6045"
1976-12-14,2.0,"32.2041, -95.8321"
1976-12-14,2.0,"41.896, 12.4833"
1976-12-14,2.0,"34.2662, -85.1862"
1976-12-14,2.0,"43.226, -75.491"
1976-12-15,295.0,"33.3386, 44.3939"
1976-12-17,1.0,"40.84, 14.245"
1976-12-17,1.0,"26.1505, -81.7936"
1976-12-20,1.0,"40.4, -3.6834"
1976-12-24,2.0,"33.3386, 44.3939"
1977-01-04,1.0,"48.8667, 2.3333"
1977-01-04,1.0,"33.6689, -95.5462"
1977-01-04,1.0,"38.2016, -84.2719"
1977-01-04,1.0,"36.2933, -88.3065"
1977-01-04,1.0,"39.6148, -87.6905"
1977-01-04,1.0,"44.2445, -70.4883"
1977-01-05,1.0,"47.5804, 7.59"
1977-01-06,1.0,"22.33, 91.8"
1977-01-07,1.0,"25.7839, -80.2102"
1977-01-07,1.0,"36.8877, -94.8718"
1977-01-16,4.0,"19.4424, -99.131"
1977-01-17,2.0,"19.4424, -99.131"
1977-01-19,1.0,"44.5004, 11.34"
1977-01-20,2.0,"19.4424, -99.131"
1977-01-22,2.0,"48.2, 16.3666"
1977-01-22,2.0,"38.8996, -77.2597"
1977-01-22,2.0,"39.3238, -81.5383"
1977-01-22,2.0,"43.2344, -75.7777"
1977-01-24,9.0,"40.4, -3.6834"
1977-01-25,1.0,"37.7562, -122.443"
1977-01-25,1.0,"13.7, -88.1"
1977-01-25,1.0,"-31.43, -62.09"
1977-01-27,1.0,"42.8796, -71.3873"
1977-01-28,2.0,"40.4, -3.6834"
1977-01-29,2.0,"40.4, -3.6834"
1977-01-29,2.0,"40.4, -3.6834"
1977-01-29,2.0,"40.4, -3.6834"
1977-02-03,1.0,"54.6, -5.96"
1977-02-03,1.0,"54.5968, -5.9254"
1977-02-03,1.0,"54.6, -5.96"
1977-02-03,1.0,"54.5968, -5.9254"
1977-02-06,1.0,"13.71, -89.203"
1977-02-11,1.0,"41.3833, 2.1834"
1977-02-11,1.0,"10.1304, -64.72"
1977-02-13,1.0,"41.896, 12.4833"
1977-02-13,1.0,"34.2662, -85.1862"
1977-02-13,1.0,"43.226, -75.491"
1977-02-13,1.0,"41.896, 12.4833"
1977-02-13,1.0,"34.2662, -85.1862"
1977-02-13,1.0,"43.226, -75.491"
1977-02-18,1.0,"-34.6025, -58.3975"
1977-02-18,1.0,"45.0704, 7.67"
1977-02-22,1.0,"-15.4166, 28.2833"
1977-03-03,2.0,"54.6, -5.96"
1977-03-03,2.0,"54.5968, -5.9254"
1977-03-06,1.0,"10.501, -66.917"
1977-03-12,1.0,"45.0704, 7.67"
1977-03-12,1.0,"41.105, 29.01"
1977-03-13,1.0,"39.9272, 32.8644"
1977-03-14,1.0,"54.6, -5.96"
1977-03-14,1.0,"54.5968, -5.9254"
1977-03-15,2.0,"37.075, 37.385"
1977-03-15,1.0,"45.47, 9.205"
1977-03-15,1.0,"42.0815, -83.6854"
1977-03-15,1.0,"35.9126, -88.7554"
1977-03-15,1.0,"41.4416, -90.5595"
1977-03-22,6.0,"41.105, 29.01"
1977-03-23,1.0,"41.896, 12.4833"
1977-03-23,1.0,"34.2662, -85.1862"
1977-03-23,1.0,"43.226, -75.491"
1977-03-24,2.0,"50.1, 8.675"
1977-03-26,9.0,"-34.6025, -58.3975"
1977-03-26,7.0,"28.1, -15.43"
1977-03-29,1.0,"41.896, 12.4833"
1977-03-29,1.0,"34.2662, -85.1862"
1977-03-29,1.0,"43.226, -75.491"
1977-03-30,1.0,"43.7205, 10.4"
1977-04-07,3.0,"49.0, 8.4"
1977-04-10,3.0,"51.5, -0.1167"
1977-04-10,3.0,"42.97, -81.25"
1977-04-10,3.0,"37.1209, -84.0804"
1977-04-10,3.0,"39.8936, -83.4375"
1977-04-11,1.0,"-34.6025, -58.3975"
1977-04-15,1.0,"40.8751, -74.0293"
1977-04-18,1.0,"45.47, 9.205"
1977-04-18,1.0,"42.0815, -83.6854"
1977-04-18,1.0,"35.9126, -88.7554"
1977-04-18,1.0,"41.4416, -90.5595"
1977-04-19,1.0,"13.71, -89.203"
1977-04-22,1.0,"45.0704, 7.67"
1977-04-27,1.0,"45.0704, 7.67"
1977-05-04,1.0,"41.896, 12.4833"
1977-05-04,1.0,"34.2662, -85.1862"
1977-05-04,1.0,"43.226, -75.491"
1977-05-08,23.0,"41.105, 29.01"
1977-05-10,2.0,"54.6691, -5.9044"
1977-05-12,2.0,"35.6719, 51.4243"
1977-05-14,1.0,"48.8667, 2.3333"
1977-05-14,1.0,"33.6689, -95.5462"
1977-05-14,1.0,"38.2016, -84.2719"
